"Category1","Annual_Income","Age","Purchased","Transaction_Date"
"Segment_1",60.41,30,"No",2023-04-06
"Segment_1",81.02,70,"No",2023-12-06
"Segment_3",75.7,39,"No",2023-02-24
"Segment_2",34.24,53,"No",2023-11-27
"Segment_4",32.3,65,"No",2023-02-26
"Segment_2",33.99,20,"Yes",2023-09-29
"Segment_1",58.12,19,"Yes",2023-06-10
"Segment_5",62.04,47,"No",2023-09-22
"Segment_3",46.53,24,"Yes",2023-09-07
"Segment_3",42.8,45,"Yes",2023-05-26
"Segment_2",58.34,66,"No",2023-02-18
"Segment_5",61.18,32,"No",2023-05-28
"Segment_5",20.55,62,"No",2023-03-12
"Segment_4",74.29,39,"No",2023-06-22
"Segment_1",87.41,62,"Yes",2023-06-09
"Segment_3",65.21,56,"Yes",2023-11-26
"Segment_2",19.98,56,"Yes",2023-08-23
"Segment_3",57.22,64,"No",2023-10-10
"Segment_1",50.81,24,"Yes",2023-10-13
"Segment_3",44.42,34,"No",2023-10-27
"Segment_5",79.86,66,"Yes",2023-02-17
"Segment_2",37.2,33,"Yes",2023-10-16
"Segment_3",50.99,43,"No",2023-10-13
"Segment_1",69.51,61,"No",2023-05-25
"Segment_4",30.84,63,"No",2023-04-12
"Segment_3",56.49,32,"Yes",2023-07-25
"Segment_2",56.33,32,"No",2023-08-19
"Segment_3",46.07,66,"No",2023-09-20
"Segment_5",55.96,40,"No",2023-11-11
"Segment_3",69.78,60,"Yes",2023-01-24
"Segment_5",56.09,46,"No",2023-01-13
"Segment_4",57.75,38,"No",2023-06-23
"Segment_3",63.25,26,"No",2023-11-17
"Segment_4",75.88,28,"No",2023-08-13
"Segment_4",62.26,42,"No",2023-03-07
"Segment_5",41.3,19,"Yes",2023-01-30
"Segment_5",91.8,65,"No",2023-06-18
"Segment_2",65.42,54,"No",2023-01-07
"Segment_4",71.95,68,"Yes",2023-03-29
"Segment_1",62.78,68,"Yes",2023-04-13
"Segment_2",67.6,54,"No",2023-08-26
"Segment_2",47.59,37,"No",2023-07-12
"Segment_3",41.71,37,"No",2023-05-04
"Segment_4",78.5,39,"Yes",2023-04-15
"Segment_2",52.39,60,"No",2023-11-09
"Segment_3",61,21,"Yes",2023-04-25
"Segment_2",74.5,70,"Yes",2023-11-12
"Segment_5",47.62,69,"Yes",2023-07-04
"Segment_5",69.38,24,"No",2023-06-19
"Segment_5",51.74,65,"No",2023-11-03
"Segment_4",51.41,41,"Yes",2023-01-18
"Segment_2",50.53,60,"Yes",2023-02-17
"Segment_3",79.19,70,"No",2023-06-07
"Segment_4",79.75,52,"No",2023-04-14
"Segment_2",80.72,32,"No",2023-09-17
"Segment_2",68.76,43,"Yes",2023-08-02
"Segment_5",26.97,64,"Yes",2023-06-10
"Segment_4",68.7,34,"Yes",2023-02-21
"Segment_5",89.03,26,"Yes",2023-10-11
"Segment_2",62.59,52,"No",2023-06-22
"Segment_3",31.28,19,"No",2023-04-11
"Segment_1",77.58,64,"Yes",2023-08-29
"Segment_3",66.55,68,"Yes",2023-09-25
"Segment_3",51.5,47,"Yes",2023-04-21
"Segment_5",40.07,20,"No",2023-01-13
"Segment_1",55.63,19,"No",2023-11-14
"Segment_3",67.52,54,"No",2023-04-09
"Segment_1",38.94,57,"Yes",2023-07-06
"Segment_5",56.6,33,"No",2023-08-31
"Segment_4",69,60,"No",2023-07-16
"Segment_4",46.5,70,"No",2023-03-16
"Segment_1",71.45,20,"No",2023-06-30
"Segment_5",63.8,54,"No",2023-05-23
"Segment_1",66.05,41,"No",2023-05-09
"Segment_3",62.2,31,"No",2023-12-20
"Segment_3",34.04,67,"Yes",2023-07-09
"Segment_4",83.99,23,"No",2023-04-14
"Segment_4",59.16,24,"Yes",2023-06-27
"Segment_3",91.21,29,"Yes",2023-09-11
"Segment_3",53.63,49,"No",2023-12-17
"Segment_2",57.23,55,"No",2023-12-05
"Segment_3",77.66,28,"No",2023-08-21
"Segment_5",84.22,46,"No",2023-06-10
"Segment_1",49.81,64,"No",2023-02-02
"Segment_5",54.53,55,"No",2023-02-04
"Segment_3",53.82,42,"No",2023-02-24
"Segment_2",71.8,32,"No",2023-04-28
"Segment_5",68.44,47,"Yes",2023-11-29
"Segment_3",52.21,34,"No",2023-03-09
"Segment_5",44.87,25,"No",2023-12-23
"Segment_1",62.24,62,"No",2023-03-14
"Segment_4",59.07,69,"Yes",2023-11-10
"Segment_4",74.07,19,"Yes",2023-05-17
"Segment_3",38.88,55,"Yes",2023-10-01
"Segment_2",67.96,37,"No",2023-06-08
"Segment_4",74.79,61,"Yes",2023-10-02
"Segment_1",66.63,63,"No",2023-12-11
"Segment_4",45.35,19,"Yes",2023-08-13
"Segment_3",40.8,53,"Yes",2023-07-21
"Segment_2",75.49,67,"Yes",2023-05-28
"Segment_4",90.72,40,"No",2023-07-14
"Segment_5",41.97,27,"No",2023-05-06
"Segment_2",65.94,44,"No",2023-09-25
"Segment_3",44.49,55,"No",2023-05-02
"Segment_3",46.9,58,"No",2023-10-19
"Segment_5",71.64,55,"No",2023-01-24
"Segment_5",44.53,65,"No",2023-10-14
"Segment_4",44.16,59,"No",2023-06-30
"Segment_2",74.87,31,"Yes",2023-02-20
"Segment_1",52.81,62,"No",2023-07-06
"Segment_1",56.29,65,"No",2023-03-09
"Segment_5",59.78,35,"No",2023-02-09
"Segment_4",50.44,40,"No",2023-01-07
"Segment_4",69.26,52,"No",2023-11-28
"Segment_4",59.3,38,"Yes",2023-07-23
"Segment_1",59.62,57,"Yes",2023-10-07
"Segment_1",72.33,57,"Yes",2023-02-03
"Segment_2",62.26,36,"Yes",2023-05-14
"Segment_3",66.61,21,"Yes",2023-11-05
"Segment_1",38.84,50,"No",2023-05-31
"Segment_4",58.94,20,"Yes",2023-12-09
"Segment_4",55.18,42,"Yes",2023-12-26
"Segment_2",66.43,49,"No",2023-05-16
"Segment_3",62.21,39,"Yes",2023-11-08
"Segment_1",61.34,34,"Yes",2023-09-04
"Segment_3",58.37,67,"No",2023-08-10
"Segment_3",33.98,18,"No",2023-07-11
"Segment_1",71.53,58,"Yes",2023-09-16
"Segment_4",55.21,21,"No",2023-05-04
"Segment_3",55.76,58,"No",2023-08-20
"Segment_1",47.25,61,"No",2023-12-26
"Segment_4",64.33,43,"Yes",2023-02-12
"Segment_4",80.56,28,"No",2023-09-18
"Segment_1",57.89,63,"Yes",2023-07-16
"Segment_5",65.41,24,"No",2023-07-09
"Segment_3",38.44,45,"No",2023-10-06
"Segment_1",46.09,59,"No",2023-03-28
"Segment_5",51.97,53,"No",2023-01-24
"Segment_1",73.92,18,"No",2023-03-15
"Segment_1",62.02,19,"Yes",2023-09-12
"Segment_4",59.6,22,"Yes",2023-09-27
"Segment_3",53.08,62,"No",2023-12-09
"Segment_4",37.39,60,"No",2023-09-18
"Segment_4",66.21,22,"No",2023-11-08
"Segment_5",75.19,60,"No",2023-08-31
"Segment_3",55.85,55,"Yes",2023-03-01
"Segment_2",52.45,57,"Yes",2023-10-29
"Segment_3",49.33,43,"Yes",2023-04-01
"Segment_5",46.48,52,"No",2023-06-27
"Segment_4",70.52,35,"Yes",2023-05-15
"Segment_4",94.48,19,"No",2023-08-27
"Segment_3",34.87,49,"No",2023-12-26
"Segment_5",76.72,69,"Yes",2023-07-27
"Segment_4",58.25,50,"No",2023-10-23
"Segment_2",55.22,50,"No",2023-07-28
"Segment_4",61.91,55,"No",2023-05-09
"Segment_1",58.35,49,"No",2023-03-08
"Segment_2",59.25,46,"Yes",2023-01-04
"Segment_1",96.19,28,"No",2023-08-29
"Segment_1",64.7,29,"No",2023-12-11
"Segment_5",75.44,38,"Yes",2023-10-20
"Segment_5",46.9,40,"No",2023-12-14
"Segment_3",45.83,46,"Yes",2023-04-16
"Segment_5",53.56,32,"No",2023-09-28
"Segment_5",86.93,45,"Yes",2023-06-30
"Segment_3",66.85,47,"No",2023-06-11
"Segment_5",68.29,51,"Yes",2023-03-20
"Segment_1",53.47,41,"No",2023-05-10
"Segment_2",58.08,37,"Yes",2023-01-06
"Segment_4",62.83,68,"No",2023-07-16
"Segment_3",36.73,66,"Yes",2023-07-11
"Segment_5",73.64,34,"Yes",2023-03-17
"Segment_3",39.6,46,"Yes",2023-11-16
"Segment_5",74.72,51,"No",2023-09-06
"Segment_3",62.8,43,"No",2023-01-08
"Segment_4",28.49,45,"Yes",2023-10-07
"Segment_1",79.79,62,"Yes",2023-08-09
"Segment_2",58.26,34,"Yes",2023-05-22
"Segment_4",70.46,68,"No",2023-05-07
"Segment_2",73.38,30,"No",2023-01-06
"Segment_4",82.82,26,"Yes",2023-03-23
"Segment_4",71.36,36,"No",2023-10-05
"Segment_2",62.06,60,"Yes",2023-07-29
"Segment_3",42.5,56,"Yes",2023-05-19
"Segment_4",73.17,30,"No",2023-12-25
"Segment_2",63.29,38,"Yes",2023-05-04
"Segment_4",76.25,64,"No",2023-08-19
"Segment_3",55.25,33,"Yes",2023-01-09
"Segment_5",57.76,36,"No",2023-12-14
"Segment_2",53.8,37,"No",2023-03-24
"Segment_4",54.7,66,"No",2023-10-22
"Segment_1",43.88,31,"No",2023-05-17
"Segment_4",56.68,35,"No",2023-05-11
"Segment_5",52.34,29,"No",2023-01-29
"Segment_4",83.58,68,"No",2023-12-30
"Segment_3",41.26,39,"No",2023-11-23
"Segment_1",57.78,26,"No",2023-07-12
"Segment_2",60.03,21,"No",2023-06-06
"Segment_5",55.44,58,"No",2023-12-07
"Segment_5",46.95,69,"No",2023-05-10
"Segment_5",61.63,54,"Yes",2023-01-31
"Segment_5",58.62,42,"No",2023-05-05
"Segment_4",61.91,53,"Yes",2023-08-23
"Segment_3",73.78,21,"No",2023-04-17
"Segment_4",77.38,38,"No",2023-02-25
"Segment_3",69.52,31,"No",2023-09-26
"Segment_1",67.76,31,"Yes",2023-10-15
"Segment_4",58.41,37,"Yes",2023-06-14
"Segment_4",50.59,27,"No",2023-06-09
"Segment_4",64.85,67,"No",2023-09-12
"Segment_4",46.81,42,"Yes",2023-01-30
"Segment_3",55.64,65,"Yes",2023-10-31
"Segment_2",77.18,30,"No",2023-12-08
"Segment_2",59.32,36,"No",2023-09-17
"Segment_3",51.58,68,"Yes",2023-06-10
"Segment_3",50.96,22,"No",2023-09-01
"Segment_5",68.65,46,"Yes",2023-09-04
"Segment_1",75.65,55,"Yes",2023-12-17
"Segment_1",67.17,30,"Yes",2023-08-08
"Segment_4",75.03,24,"No",2023-12-21
"Segment_3",69.51,23,"Yes",2023-03-15
"Segment_2",58.24,32,"No",2023-12-29
"Segment_4",58.65,64,"Yes",2023-10-31
"Segment_5",53.18,26,"No",2023-03-25
"Segment_2",82.7,19,"Yes",2023-11-27
"Segment_2",43.58,45,"No",2023-03-28
"Segment_3",68.49,55,"Yes",2023-05-13
"Segment_2",65.5,47,"No",2023-11-18
"Segment_3",54.71,48,"Yes",2023-11-22
"Segment_4",70.48,19,"Yes",2023-01-14
"Segment_4",56.28,32,"No",2023-06-25
"Segment_1",69.24,62,"No",2023-04-14
"Segment_4",61.94,57,"Yes",2023-01-15
"Segment_5",59.86,65,"No",2023-07-20
"Segment_4",65.27,56,"Yes",2023-03-07
"Segment_2",72.96,43,"No",2023-05-18
"Segment_3",61.35,29,"Yes",2023-06-07
"Segment_4",47.51,22,"Yes",2023-05-01
"Segment_4",44.53,29,"Yes",2023-07-24
"Segment_4",47.76,53,"Yes",2023-03-28
"Segment_2",70.38,58,"No",2023-09-27
"Segment_2",65.92,50,"No",2023-01-17
"Segment_2",45.2,30,"No",2023-12-06
"Segment_2",53.37,60,"No",2023-05-02
"Segment_3",58.53,40,"Yes",2023-04-20
"Segment_1",79.4,67,"No",2023-01-10
"Segment_5",88.13,37,"No",2023-06-08
"Segment_5",83.2,40,"Yes",2023-02-04
"Segment_1",65.8,60,"Yes",2023-05-31
"Segment_5",81.15,36,"Yes",2023-05-08
"Segment_1",48.73,53,"Yes",2023-11-04
"Segment_1",84.28,20,"No",2023-08-04
"Segment_5",57.92,23,"Yes",2023-06-30
"Segment_4",45.25,66,"No",2023-06-24
"Segment_2",27.07,47,"No",2023-01-23
"Segment_4",71.31,45,"No",2023-12-30
"Segment_1",40.97,41,"Yes",2023-11-01
"Segment_3",51.3,21,"Yes",2023-04-29
"Segment_3",61.7,40,"No",2023-07-08
"Segment_3",70,40,"No",2023-08-30
"Segment_2",71.07,48,"Yes",2023-06-08
"Segment_4",53.97,67,"No",2023-02-18
"Segment_3",57.61,35,"No",2023-07-17
"Segment_1",50.8,53,"No",2023-07-07
"Segment_5",64.41,63,"Yes",2023-09-24
"Segment_2",61.85,40,"No",2023-09-29
"Segment_5",71.55,50,"No",2023-12-14
"Segment_5",47.43,63,"Yes",2023-12-26
"Segment_3",37.47,33,"No",2023-07-27
"Segment_5",85.84,69,"Yes",2023-07-31
"Segment_4",38.63,37,"Yes",2023-04-18
"Segment_5",58.92,67,"No",2023-11-30
"Segment_3",37.62,50,"Yes",2023-02-15
"Segment_5",63.55,23,"No",2023-09-21
"Segment_4",54.94,22,"No",2023-02-21
"Segment_2",41.15,51,"No",2023-07-16
"Segment_1",41.14,52,"Yes",2023-10-03
"Segment_5",50.48,61,"Yes",2023-04-15
"Segment_5",62.98,57,"No",2023-08-28
"Segment_3",56.12,31,"Yes",2023-02-16
"Segment_4",45.98,33,"Yes",2023-02-12
"Segment_1",58.1,47,"No",2023-09-16
"Segment_2",45.59,41,"No",2023-12-15
"Segment_3",49.07,32,"No",2023-06-16
"Segment_2",36.39,63,"Yes",2023-11-10
"Segment_3",52.8,22,"No",2023-11-05
"Segment_4",43.63,30,"Yes",2023-07-16
"Segment_2",68.32,20,"Yes",2023-08-14
"Segment_3",92.2,33,"Yes",2023-03-30
"Segment_4",73.49,23,"Yes",2023-10-01
"Segment_2",53.53,25,"Yes",2023-05-19
"Segment_4",71.35,20,"No",2023-09-17
"Segment_2",71.23,49,"No",2023-01-28
"Segment_5",74.9,50,"Yes",2023-12-27
"Segment_1",82.79,65,"No",2023-04-07
"Segment_3",53.52,24,"No",2023-01-03
"Segment_3",69.11,46,"Yes",2023-04-11
"Segment_4",61.48,45,"No",2023-04-01
"Segment_5",38.74,29,"No",2023-05-07
"Segment_4",56.51,51,"No",2023-11-22
"Segment_2",61.4,56,"Yes",2023-06-13
"Segment_4",47.34,61,"Yes",2023-04-10
"Segment_4",73.83,32,"No",2023-08-30
"Segment_2",74.93,40,"No",2023-02-02
"Segment_5",83.74,45,"No",2023-05-21
"Segment_2",91.55,42,"No",2023-02-04
"Segment_4",56.47,21,"No",2023-04-26
"Segment_5",59.92,47,"No",2023-02-27
"Segment_2",69.8,64,"No",2023-01-08
"Segment_3",49.05,57,"No",2023-07-31
"Segment_1",85.52,37,"Yes",2023-05-03
"Segment_2",58.25,26,"No",2023-12-19
"Segment_2",61.06,43,"Yes",2023-10-27
"Segment_5",49.11,26,"Yes",2023-07-22
"Segment_1",80.96,60,"Yes",2023-10-28
"Segment_2",55.18,66,"No",2023-08-24
"Segment_3",61.76,23,"Yes",2023-11-16
"Segment_4",66.31,44,"Yes",2023-05-23
"Segment_2",84.71,59,"No",2023-07-17
"Segment_2",79.66,55,"Yes",2023-06-09
"Segment_1",73.53,65,"Yes",2023-09-14
"Segment_1",54.43,69,"No",2023-12-10
"Segment_3",63.9,32,"No",2023-02-20
"Segment_4",80.72,23,"No",2023-06-13
"Segment_4",63.49,24,"Yes",2023-04-17
"Segment_4",52.96,57,"No",2023-03-15
"Segment_1",84.03,29,"Yes",2023-05-28
"Segment_4",71.51,27,"Yes",2023-11-28
"Segment_1",75.15,60,"Yes",2023-03-19
"Segment_1",68.45,43,"No",2023-09-21
"Segment_3",43.59,19,"No",2023-02-11
"Segment_2",57.13,19,"Yes",2023-04-26
"Segment_1",58.35,34,"No",2023-01-18
"Segment_1",88.86,56,"Yes",2023-11-27
"Segment_2",55.84,44,"No",2023-01-16
"Segment_5",50.18,35,"No",2023-05-21
"Segment_1",39.36,36,"Yes",2023-06-19
"Segment_5",48.81,70,"Yes",2023-08-25
"Segment_5",60.55,49,"No",2023-01-28
"Segment_5",51.94,56,"Yes",2023-07-29
"Segment_5",83.23,24,"Yes",2023-10-02
"Segment_3",52.15,41,"No",2023-04-01
"Segment_1",49.56,41,"No",2023-07-17
"Segment_2",44.76,56,"Yes",2023-05-03
"Segment_3",73.19,47,"No",2023-03-24
"Segment_4",74.3,60,"No",2023-12-05
"Segment_4",39.16,38,"No",2023-08-10
"Segment_2",40.85,46,"No",2023-09-29
"Segment_1",73.76,18,"No",2023-01-03
"Segment_2",86.21,40,"Yes",2023-04-23
"Segment_1",47.97,70,"Yes",2023-09-24
"Segment_1",35.2,21,"Yes",2023-06-05
"Segment_3",61.87,42,"No",2023-12-11
"Segment_4",80.43,26,"No",2023-08-05
"Segment_1",48.38,45,"Yes",2023-01-09
"Segment_1",42.12,60,"No",2023-02-24
"Segment_3",81.23,45,"Yes",2023-06-26
"Segment_3",53.01,57,"No",2023-07-16
"Segment_1",50.65,51,"No",2023-04-09
"Segment_2",60.24,40,"No",2023-12-21
"Segment_4",56.99,65,"No",2023-02-21
"Segment_5",66.93,38,"No",2023-04-23
"Segment_4",77.99,58,"No",2023-01-03
"Segment_5",46.55,67,"Yes",2023-05-09
"Segment_4",35.45,60,"No",2023-05-05
"Segment_2",78.65,37,"Yes",2023-02-13
"Segment_5",92.36,21,"Yes",2023-02-28
"Segment_2",55.01,53,"No",2023-09-21
"Segment_1",74.1,69,"No",2023-10-02
"Segment_5",58.9,34,"No",2023-02-13
"Segment_3",42.48,69,"No",2023-09-20
"Segment_3",59.29,39,"No",2023-03-23
"Segment_2",75.02,50,"Yes",2023-06-21
"Segment_4",72.5,62,"Yes",2023-03-11
"Segment_4",66.3,65,"No",2023-08-12
"Segment_4",62.57,45,"No",2023-11-17
"Segment_1",67.1,19,"No",2023-09-19
"Segment_2",61.97,61,"Yes",2023-07-19
"Segment_4",53.24,43,"No",2023-02-09
"Segment_2",72.1,68,"Yes",2023-07-21
"Segment_2",66.27,33,"No",2023-06-15
"Segment_5",91.82,30,"Yes",2023-05-16
"Segment_3",63.69,37,"No",2023-03-09
"Segment_2",62.68,62,"No",2023-02-17
"Segment_4",79.9,50,"No",2023-07-15
"Segment_4",40.89,50,"Yes",2023-08-04
"Segment_5",74.49,20,"Yes",2023-06-17
"Segment_5",41.82,59,"No",2023-12-02
"Segment_2",75.76,55,"No",2023-09-30
"Segment_1",67.85,48,"Yes",2023-01-11
"Segment_5",67.5,44,"Yes",2023-07-22
"Segment_3",33.59,23,"No",2023-09-06
"Segment_5",42.67,63,"No",2023-04-12
"Segment_3",89.56,26,"No",2023-01-22
"Segment_2",59.83,41,"Yes",2023-12-14
"Segment_3",35.03,20,"Yes",2023-01-23
"Segment_1",56.95,43,"No",2023-05-18
"Segment_4",55.01,59,"No",2023-06-14
"Segment_2",87.38,37,"Yes",2023-04-07
"Segment_3",60.37,32,"Yes",2023-05-14
"Segment_4",88.53,48,"No",2023-02-02
"Segment_2",65.15,42,"No",2023-11-03
"Segment_4",42.91,55,"No",2023-02-02
"Segment_1",64.29,37,"Yes",2023-04-18
"Segment_5",53.43,28,"No",2023-12-14
"Segment_2",71.3,53,"No",2023-03-14
"Segment_4",63.07,45,"No",2023-03-02
"Segment_2",55.32,54,"No",2023-08-09
"Segment_2",88.23,19,"Yes",2023-09-18
"Segment_1",42.58,49,"Yes",2023-03-01
"Segment_1",41.26,36,"No",2023-01-19
"Segment_3",48.85,23,"No",2023-05-21
"Segment_4",55.21,63,"No",2023-11-20
"Segment_3",42.48,23,"Yes",2023-01-05
"Segment_2",71.19,54,"Yes",2023-10-28
"Segment_4",49.69,24,"No",2023-05-06
"Segment_3",56.7,44,"Yes",2023-04-14
"Segment_1",48.04,41,"No",2023-05-15
"Segment_3",69.79,38,"No",2023-01-29
"Segment_4",75.1,18,"No",2023-01-08
"Segment_1",62.24,49,"No",2023-06-17
"Segment_3",72.48,45,"Yes",2023-04-29
"Segment_2",51.55,61,"Yes",2023-05-12
"Segment_2",54.58,63,"No",2023-04-04
"Segment_4",66.35,28,"No",2023-03-26
"Segment_5",69.1,26,"No",2023-10-14
"Segment_5",37.09,42,"Yes",2023-02-23
"Segment_5",77.22,21,"Yes",2023-05-18
"Segment_5",50.74,43,"Yes",2023-11-18
"Segment_4",56.47,20,"Yes",2023-05-17
"Segment_4",59.65,55,"Yes",2023-05-05
"Segment_5",41.17,29,"No",2023-01-19
"Segment_4",71.08,19,"No",2023-12-04
"Segment_1",56.96,33,"No",2023-04-07
"Segment_1",61.03,28,"Yes",2023-09-13
"Segment_2",53.68,33,"Yes",2023-11-10
"Segment_4",67.25,23,"Yes",2023-12-29
"Segment_2",65.95,69,"No",2023-11-20
"Segment_4",75.29,59,"Yes",2023-06-03
"Segment_5",50.13,57,"Yes",2023-03-30
"Segment_5",79.48,56,"No",2023-05-16
"Segment_3",60.6,41,"No",2023-05-11
"Segment_2",37.36,35,"Yes",2023-10-19
"Segment_2",49.49,58,"No",2023-07-11
"Segment_5",68.5,47,"No",2023-01-25
"Segment_1",43.48,44,"No",2023-02-20
"Segment_2",31.98,40,"No",2023-03-07
"Segment_2",56.05,62,"Yes",2023-04-30
"Segment_3",67.62,44,"No",2023-10-23
"Segment_1",74.43,44,"No",2023-08-06
"Segment_5",37.08,36,"Yes",2023-08-30
"Segment_2",69.83,25,"Yes",2023-10-26
"Segment_5",51.89,24,"Yes",2023-06-26
"Segment_2",46.34,52,"No",2023-10-31
"Segment_4",52.09,23,"Yes",2023-03-28
"Segment_3",58.09,53,"No",2023-11-14
"Segment_5",60.2,31,"No",2023-11-26
"Segment_4",57.65,32,"Yes",2023-06-11
"Segment_2",47.44,49,"Yes",2023-01-03
"Segment_1",63.86,26,"No",2023-01-26
"Segment_3",63.99,35,"No",2023-11-07
"Segment_4",63.08,68,"Yes",2023-08-25
"Segment_2",55.52,53,"Yes",2023-03-19
"Segment_3",62.34,28,"Yes",2023-10-03
"Segment_5",37.87,47,"Yes",2023-12-17
"Segment_1",49.57,24,"No",2023-04-20
"Segment_4",36.61,41,"Yes",2023-08-05
"Segment_2",46.26,56,"No",2023-06-05
"Segment_3",54.96,53,"No",2023-04-04
"Segment_2",89.8,22,"No",2023-03-04
"Segment_2",60.23,39,"Yes",2023-06-17
"Segment_1",56.83,68,"No",2023-08-29
"Segment_2",50.74,38,"Yes",2023-11-18
"Segment_5",47.88,22,"No",2023-04-20
"Segment_3",53.28,40,"No",2023-04-08
"Segment_5",77.54,40,"No",2023-08-12
"Segment_1",77.06,54,"Yes",2023-11-12
"Segment_1",55.28,34,"No",2023-01-24
"Segment_2",61.35,54,"Yes",2023-10-14
"Segment_5",63.49,64,"Yes",2023-07-20
"Segment_4",53.89,23,"No",2023-09-24
"Segment_2",57.87,27,"No",2023-06-07
"Segment_4",60.3,29,"Yes",2023-02-10
"Segment_4",76.54,35,"Yes",2023-11-02
"Segment_4",61.72,59,"Yes",2023-07-22
"Segment_1",72.1,35,"Yes",2023-02-20
"Segment_3",85.64,58,"Yes",2023-06-25
"Segment_2",52.19,21,"No",2023-12-12
"Segment_4",70.91,29,"Yes",2023-09-10
"Segment_1",51.24,27,"Yes",2023-02-21
"Segment_3",31.3,44,"Yes",2023-03-11
"Segment_2",39.17,60,"Yes",2023-01-16
"Segment_5",60,22,"Yes",2023-02-08
"Segment_2",72.62,38,"Yes",2023-01-28
"Segment_2",62.12,23,"No",2023-09-10
"Segment_5",68.42,52,"Yes",2023-10-29
"Segment_4",90.05,22,"No",2023-02-24
"Segment_5",35.96,36,"Yes",2023-07-17
"Segment_3",85.38,64,"Yes",2023-09-03
"Segment_4",71.98,35,"No",2023-01-16
"Segment_5",67.84,66,"Yes",2023-11-12
"Segment_3",57.73,55,"Yes",2023-09-22
"Segment_3",66.87,70,"No",2023-06-13
"Segment_2",82.91,68,"Yes",2023-03-10
"Segment_4",63.75,22,"Yes",2023-02-13
"Segment_2",83.02,45,"No",2023-11-20
"Segment_4",66.93,46,"No",2023-03-06
"Segment_1",57.18,56,"Yes",2023-06-27
"Segment_3",59.85,56,"Yes",2023-03-10
"Segment_2",76.07,60,"No",2023-12-22
"Segment_3",40.64,70,"No",2023-05-17
"Segment_4",62.91,48,"Yes",2023-03-16
"Segment_4",65.8,67,"No",2023-05-25
"Segment_2",73.93,30,"No",2023-04-02
"Segment_5",38.29,36,"No",2023-09-11
"Segment_2",54.46,42,"No",2023-02-14
"Segment_4",69.5,35,"No",2023-11-28
"Segment_5",39.25,46,"Yes",2023-10-18
"Segment_3",82.71,53,"No",2023-11-09
"Segment_2",45.84,62,"No",2023-05-09
"Segment_5",56.83,49,"No",2023-05-21
"Segment_5",77.85,51,"Yes",2023-09-18
"Segment_3",76.41,70,"No",2023-01-12
"Segment_1",35.36,31,"Yes",2023-04-14
"Segment_5",76.07,29,"Yes",2023-06-04
"Segment_4",47.2,21,"Yes",2023-02-03
"Segment_3",50.68,37,"No",2023-06-19
"Segment_3",65.86,51,"No",2023-04-30
"Segment_5",44.7,54,"No",2023-02-28
"Segment_2",45.38,22,"Yes",2023-01-19
"Segment_1",44.54,40,"No",2023-11-10
"Segment_5",81.69,41,"Yes",2023-01-18
"Segment_3",50.54,21,"Yes",2023-03-23
"Segment_5",40.4,20,"No",2023-01-26
"Segment_3",31.02,25,"Yes",2023-11-16
"Segment_3",48.19,48,"Yes",2023-11-27
"Segment_2",49.35,58,"Yes",2023-04-30
"Segment_4",45.31,67,"No",2023-11-23
"Segment_1",82.62,56,"No",2023-08-14
"Segment_2",86.54,66,"Yes",2023-09-27
"Segment_4",71.15,68,"Yes",2023-10-12
"Segment_4",74.07,34,"No",2023-01-16
"Segment_2",61.94,38,"No",2023-12-28
"Segment_3",84.68,39,"No",2023-09-14
"Segment_4",71.21,41,"No",2023-05-16
"Segment_5",83.11,42,"Yes",2023-01-05
"Segment_3",59.15,49,"No",2023-09-05
"Segment_4",62.81,52,"No",2023-06-03
"Segment_4",56.47,68,"No",2023-01-13
"Segment_5",75.14,68,"Yes",2023-06-08
"Segment_3",50.79,18,"No",2023-05-17
"Segment_5",67.66,43,"No",2023-07-31
"Segment_5",53.58,49,"Yes",2023-11-06
"Segment_2",44.11,19,"Yes",2023-04-05
"Segment_2",55.38,57,"No",2023-08-05
"Segment_4",69.95,67,"Yes",2023-07-13
"Segment_3",54.01,69,"No",2023-11-12
"Segment_1",46.24,25,"Yes",2023-04-01
"Segment_2",59.63,27,"Yes",2023-06-11
"Segment_3",62.02,47,"Yes",2023-04-21
"Segment_5",53.84,61,"Yes",2023-06-02
"Segment_2",51.36,37,"No",2023-08-14
"Segment_1",58.25,28,"No",2023-04-09
"Segment_5",69.23,67,"No",2023-05-11
"Segment_3",85.54,33,"No",2023-10-21
"Segment_5",52.35,46,"Yes",2023-01-21
"Segment_2",50.85,64,"No",2023-01-02
"Segment_2",47.34,28,"No",2023-01-10
"Segment_4",70.74,65,"No",2023-06-13
"Segment_5",66.6,69,"No",2023-07-06
"Segment_1",61.5,49,"No",2023-06-03
"Segment_5",91.16,43,"No",2023-04-07
"Segment_3",55.3,40,"Yes",2023-05-29
"Segment_1",48.41,67,"Yes",2023-07-20
"Segment_4",47.76,40,"No",2023-04-26
"Segment_1",53.34,44,"No",2023-08-11
"Segment_1",53.05,25,"Yes",2023-06-01
"Segment_2",42.38,55,"No",2023-02-05
"Segment_3",61.3,58,"Yes",2023-06-08
"Segment_3",50.97,65,"No",2023-03-08
"Segment_4",63.18,42,"No",2023-05-06
"Segment_3",56.88,34,"No",2023-03-04
"Segment_4",56.8,32,"Yes",2023-02-28
"Segment_1",69.59,22,"No",2023-03-28
"Segment_3",66.45,58,"No",2023-06-28
